category,url,alfano,clutton,carter,final
martial arts,https://www.youtube.com/watch?v=GKbFw_x6ku4,1,1,1,1
martial arts,https://www.youtube.com/watch?v=bKjtNoSAilY,1,1,1,1
martial arts,https://www.youtube.com/watch?v=IqDhx2OE05w,1,2,1,1
martial arts,https://www.youtube.com/watch?v=HvK7aaKlJFE,1,1,1,1
martial arts,https://www.youtube.com/watch?v=CEkhCOCi7OY,1,1,1,1
martial arts,https://www.youtube.com/watch?v=_ruRiTeX1jE,2,1,1,1
martial arts,https://www.youtube.com/watch?v=Xg37L5z5r_M,2,1,1,1
martial arts,https://www.youtube.com/watch?v=FEK0iGeofvQ,1,1,1,1
martial arts,https://www.youtube.com/watch?v=sDYBjNsHMYo,1,1,1,1
martial arts,https://www.youtube.com/watch?v=Bd8_vO5zrjo,1,1,1,1
martial arts,https://www.youtube.com/watch?v=W5tlGJwvmCQ,1,1,1,1
martial arts,https://www.youtube.com/watch?v=AXdG577px94,1,1,1,1
martial arts,https://www.youtube.com/watch?v=E2C6v6_tSvM,1,1,1,1
martial arts,https://www.youtube.com/watch?v=j27F6EwuHMk,1,1,1,1
martial arts,https://www.youtube.com/watch?v=_hgshQF2JfY,1,1,1,1
martial arts,https://www.youtube.com/watch?v=Ex1dbF73N8E,x,x,x,x
martial arts,https://www.youtube.com/watch?v=MqxxrmF-rvU,1,1,1,1
martial arts,https://www.youtube.com/watch?v=4LdP2RxiFzU,x,x,x,x
martial arts,https://www.youtube.com/watch?v=YLuZjpxmsZQ,1,1,1,1
martial arts,https://www.youtube.com/watch?v=MppMQYCwiIY,1,3,1,1
martial arts,https://www.youtube.com/watch?v=GvVVq2Wa1y4,1,1,1,1
martial arts,https://www.youtube.com/watch?v=YlaWGd1cUms,1,1,1,1
martial arts,https://www.youtube.com/watch?v=pni_kDv9BsU,1,1,1,1
martial arts,https://www.youtube.com/watch?v=2JmLX9y62uE,1,1,1,1
martial arts,https://www.youtube.com/watch?v=RnWCGwB7idc,1,1,1,1
martial arts,https://www.youtube.com/watch?v=B_3AWc_GcHI,1,1,1,1
martial arts,https://www.youtube.com/watch?v=P_6vDLq64gE,1,1,1,1
martial arts,https://www.youtube.com/watch?v=TWhAwtSSlro,1,1,1,1
martial arts,https://www.youtube.com/watch?v=dA42vievwZk,x,x,x,x
martial arts,https://www.youtube.com/watch?v=kaTccjimkLw,1,1,1,1
martial arts,https://www.youtube.com/watch?v=SugvYcEoBsg,1,2,1,1
martial arts,https://www.youtube.com/watch?v=71UToH2UrSs,1,1,1,1
martial arts,https://www.youtube.com/watch?v=3tCfHG2v_o4,1,1,1,1
martial arts,https://www.youtube.com/watch?v=DRU1lX9GXfk,x,x,x,x
martial arts,https://www.youtube.com/watch?v=RX5Iw-XsWu4,1,1,1,1
martial arts,https://www.youtube.com/watch?v=UExb8Vc694Y,x,x,x,x
martial arts,https://www.youtube.com/watch?v=s9G7j5XnV6k,1,1,1,1
martial arts,https://www.youtube.com/watch?v=qH5QzuzD01A,2,3,1,3
martial arts,https://www.youtube.com/watch?v=zsUVLkxpCv4,1,2,1,1
gurus,https://www.youtube.com/watch?v=xYemnKEKx0c,1,1,2,1
gurus,https://www.youtube.com/watch?v=_iudkPi4_sY,3,2,3,3
gurus,https://www.youtube.com/watch?v=16J-lCSSMVA,1,1,1,1
gurus,https://www.youtube.com/watch?v=_ruRiTeX1jE,2,1,2,2
gurus,https://www.youtube.com/watch?v=wvdM_u4NZQw,1,3,2,2
gurus,https://www.youtube.com/watch?v=nS9W-wlJHPA,2,2,3,2
gurus,https://www.youtube.com/watch?v=8wLCmDtCDAM,3,2,3,3
gurus,https://www.youtube.com/watch?v=P_6vDLq64gE,1,1,1,1
gurus,https://www.youtube.com/watch?v=pni_kDv9BsU,1,1,1,1
gurus,https://www.youtube.com/watch?v=aMcjxSThD54,3,2,3,3
gurus,https://www.youtube.com/watch?v=GHYVwnVbaxw,1,1,3,1
gurus,https://www.youtube.com/watch?v=dvBbxbjFRw4,3,3,3,3
gurus,https://www.youtube.com/watch?v=OC_6WqXA1ps,3,1,2,2
gurus,https://www.youtube.com/watch?v=-5RCmu-HuTg,3,1,3,3
gurus,https://www.youtube.com/watch?v=UygnXqoKrC4,2,1,2,2
gurus,https://www.youtube.com/watch?v=kasiov0ytEc,3,3,3,3
gurus,https://www.youtube.com/watch?v=C4Uc-cztsJo,1,1,1,1
gurus,https://www.youtube.com/watch?v=1RA2Zy_IZfQ,1,1,2,1
gurus,https://www.youtube.com/watch?v=YHwSmwEwmV4,1,2,2,2
gurus,https://www.youtube.com/watch?v=syP-OtdCIho,1,1,2,1
gurus,https://www.youtube.com/watch?v=0H5LCLljJho,3,2,3,3
gurus,https://www.youtube.com/watch?v=f5rUPatnXSE,x,x,x,x
gurus,https://www.youtube.com/watch?v=IRVdiHu1VCc,1,1,2,1
gurus,https://www.youtube.com/watch?v=SpI_1WN4aHQ,1,1,2,1
gurus,https://www.youtube.com/watch?v=SGcdPakoytg,3,3,2,3
gurus,https://www.youtube.com/watch?v=EPjrFjAxwlw,3,1,3,3
gurus,https://www.youtube.com/watch?v=zQCTeGKHsVc,3,2,3,3
gurus,https://www.youtube.com/watch?v=kxgeevlRElw,3,1,3,3
gurus,https://www.youtube.com/watch?v=TmNSlF7lcaw,3,3,3,3
gurus,https://www.youtube.com/watch?v=fA5sGtj7QKQ,3,2,3,3
gurus,https://www.youtube.com/watch?v=tN9bu6CP318,2,1,3,2
gurus,https://www.youtube.com/watch?v=AJ0-VeWMr-A,1,3,2,2
gurus,https://www.youtube.com/watch?v=O7EaCVnw5n4,1,1,3,1
gurus,https://www.youtube.com/watch?v=SiijS_9hPkM,2,2,3,2
gurus,https://www.youtube.com/watch?v=RX5Iw-XsWu4,1,1,3,1
gurus,https://www.youtube.com/watch?v=US7dOKDdKVo,1,1,1,1
gurus,https://www.youtube.com/watch?v=d2P1L_7uHrY,2,3,3,3
gurus,https://www.youtube.com/watch?v=vuIlsN32WaE,1,1,1,1
gurus,https://www.youtube.com/watch?v=YLuZjpxmsZQ,1,1,2,1
gurus,https://www.youtube.com/watch?v=m58YoCGpPpE,2,1,3,2
gurus,https://www.youtube.com/watch?v=YD2EZxI54p8,1,2,2,2
gurus,https://www.youtube.com/watch?v=_QdPW8JrYzQ,1,1,2,1
gurus,https://www.youtube.com/watch?v=j0GL_4cAkhI,3,1,3,3
gurus,https://www.youtube.com/watch?v=qStaxEpnj1M,1,1,3,1
gurus,https://www.youtube.com/watch?v=3MZr5J5DOfk,2,2,2,2
gurus,https://www.youtube.com/watch?v=ycPr5-27vSI,1,1,2,1
gurus,https://www.youtube.com/watch?v=Hn5znfgz7Co,1,2,1,1
gurus,https://www.youtube.com/watch?v=vsMydMDi3rI,1,1,1,1
gurus,https://www.youtube.com/watch?v=wJB90G-tsgo,1,1,2,1
gurus,https://www.youtube.com/watch?v=PhHtBqsGAoA,1,1,1,1
gurus,https://www.youtube.com/watch?v=OHLSv-tdR7w,3,1,3,3
gurus,https://www.youtube.com/watch?v=1OnBVqeW5JA,1,3,3,3
gurus,https://www.youtube.com/watch?v=qTk-69f64KU,1,1,3,1
gurus,https://www.youtube.com/watch?v=apxU8Ow99-8,1,1,3,1
gurus,https://www.youtube.com/watch?v=IaBg1XzDnSU,1,1,1,1
gurus,https://www.youtube.com/watch?v=frVdO2E5x4Y,3,1,3,3
gurus,https://www.youtube.com/watch?v=lye1lzneSnQ,3,2,3,3
gurus,https://www.youtube.com/watch?v=7y1xJAVZxXg,1,1,1,1
gurus,https://www.youtube.com/watch?v=A_7RmheFRz0,1,1,1,1
gurus,https://www.youtube.com/watch?v=H6n3iNh4XLI,1,1,1,1
gurus,https://www.youtube.com/watch?v=llctqNJr2IU,1,1,1,1
gurus,https://www.youtube.com/watch?v=VMejSmFjMo8,3,3,3,3
gurus,https://www.youtube.com/watch?v=mS5WYp5xmvI,3,1,2,2
gurus,https://www.youtube.com/watch?v=3wj48ACMWeI,3,3,3,3
gurus,https://www.youtube.com/watch?v=OwAGdZKLMCc,1,1,3,1
gurus,https://www.youtube.com/watch?v=k6hTa5ti35E,1,1,1,1
gurus,https://www.youtube.com/watch?v=pBbvehbomrY,1,1,3,1
gurus,https://www.youtube.com/watch?v=5nxD4PY39xw,1,1,1,1
gurus,https://www.youtube.com/watch?v=Iy4vq8RdPGU,1,3,3,3
gurus,https://www.youtube.com/watch?v=Ii0PKGLAdyE,1,3,2,2
gurus,https://www.youtube.com/watch?v=UQTfyjhvfH8,3,3,3,3
gurus,https://www.youtube.com/watch?v=zTNNKUBDNsU,1,1,1,1
gurus,https://www.youtube.com/watch?v=MnUfXYGtT5Q,1,2,3,2
gurus,https://www.youtube.com/watch?v=0qCmjSKAlvk,1,1,1,1
gurus,https://www.youtube.com/watch?v=rLt197TrAZ0,3,3,3,3
gurus,https://www.youtube.com/watch?v=_uR1OASCg4U,2,1,2,2
gurus,https://www.youtube.com/watch?v=as-kuWcHIT0,1,1,1,1
gurus,https://www.youtube.com/watch?v=bWYrAU5mmXE,1,1,3,1
gurus,https://www.youtube.com/watch?v=o25I2fzFGoY,1,3,2,2
gurus,https://www.youtube.com/watch?v=JpmyjdxGZzs,1,1,1,1
gurus,https://www.youtube.com/watch?v=JY5t6iUzajk,1,1,2,1
gurus,https://www.youtube.com/watch?v=DqbvsDt_D3o,1,2,1,1
gurus,https://www.youtube.com/watch?v=0tYm41hb48o,1,1,2,1
gurus,https://www.youtube.com/watch?v=TftGVf5345g,1,1,1,1
gurus,https://www.youtube.com/watch?v=hesKQ_y1P7k,1,1,1,1
gurus,https://www.youtube.com/watch?v=FCL9n8mMqJw,1,2,3,2
gurus,https://www.youtube.com/watch?v=dOmJx8mTnm8,3,2,3,3
gurus,https://www.youtube.com/watch?v=awGN5NApDy4,1,1,2,1
gurus,https://www.youtube.com/watch?v=hxTtjGamJtI,2,2,3,2
gurus,https://www.youtube.com/watch?v=V32WHDuy-Do,3,2,3,3
gurus,https://www.youtube.com/watch?v=SgOTaXhbqPQ,1,1,1,1
gurus,https://www.youtube.com/watch?v=gwUJHNPMUyU,1,1,3,1
gurus,https://www.youtube.com/watch?v=j2I9LpDF708,1,1,1,1
gurus,https://www.youtube.com/watch?v=tOHUwwP6LLs,1,1,3,1
gurus,https://www.youtube.com/watch?v=kdA2-CAJWjo,1,1,2,1
gurus,https://www.youtube.com/watch?v=wTAfy_nzJiw,3,3,3,3
gurus,https://www.youtube.com/watch?v=xvDuqW9SFT8,1,1,1,1
gurus,https://www.youtube.com/watch?v=v-PQbFfQKVs,3,2,3,3
gurus,https://www.youtube.com/watch?v=8SupVQ__PMg,1,1,3,1
gurus,https://www.youtube.com/watch?v=wX78iKhInsc,1,1,2,1
